Game,Subject_ethnicity,Recipient_Pairing,Recipient,Recipient_ethnicity,Amount,Fairness,Subject_Gender,Subject_Age,Subject_Education
662,Bosnjak,Bosnjak Croat,2,Bosnjak,5,NA,1,54,3
663,Bosnjak,Bosnjak Croat,1,Bosnjak,5,0,0,32,3
663,Bosnjak,Bosnjak Croat,2,Croat,5,0,0,32,3
664,Bosnjak,Bosnjak Croat,1,Croat,5,1,1,57,2
664,Bosnjak,Bosnjak Croat,2,Bosnjak,5,1,1,57,2
665,Bosnjak,Bosnjak Serb,1,Bosnjak,5,0,1,21,3
665,Bosnjak,Bosnjak Serb,2,Serb,5,0,1,21,3
666,Bosnjak,Croat Serb,1,Croat,5,0,1,21,4
666,Bosnjak,Croat Serb,2,Serb,5,0,1,21,4
667,Bosnjak,Bosnjak Serb,1,Serb,5,1,0,19,2
667,Bosnjak,Bosnjak Serb,2,Bosnjak,5,1,0,19,2
668,Bosnjak,Croat Serb,1,Serb,5,1,0,39,3
668,Bosnjak,Croat Serb,2,Croat,5,1,0,39,3
669,Bosnjak,Bosnjak Serb,1,Serb,5,1,0,21,3
669,Bosnjak,Bosnjak Serb,2,Bosnjak,5,1,0,21,3
67,Croat,Bosnjak Serb,1,Serb,5,1,1,46,1
67,Croat,Bosnjak Serb,2,Bosnjak,5,1,1,46,1
670,Bosnjak,Croat Serb,1,Serb,5,1,0,22,3
670,Bosnjak,Croat Serb,2,Croat,5,1,0,22,3
671,Bosnjak,Bosnjak Serb,1,Serb,3,0,0,22,3
671,Bosnjak,Bosnjak Serb,2,Bosnjak,7,0,0,22,3
672,Bosnjak,Croat Serb,1,Croat,5,0,1,21,3
672,Bosnjak,Croat Serb,2,Serb,5,0,1,21,3
68,Croat,Croat Serb,1,Serb,5,1,0,18,3
68,Croat,Croat Serb,2,Croat,5,1,0,18,3
69,Croat,Croat Serb,1,Serb,5,1,1,23,3
69,Croat,Croat Serb,2,Croat,5,1,1,23,3
7,Croat,Bosnjak Croat,1,Croat,7,1,1,21,3
7,Croat,Bosnjak Croat,2,Bosnjak,3,1,1,21,3
70,Croat,Bosnjak Croat,1,Bosnjak,5,1,1,22,3
70,Croat,Bosnjak Croat,2,Croat,5,1,1,22,3
71,Croat,Bosnjak Croat,1,Croat,5,1,0,40,3
71,Croat,Bosnjak Croat,2,Bosnjak,5,1,0,40,3
72,Croat,Bosnjak Croat,1,Croat,5,1,1,25,3
72,Croat,Bosnjak Croat,2,Bosnjak,5,1,1,25,3
73,Croat,Bosnjak Croat,1,Croat,5,1,0,49,4
73,Croat,Bosnjak Croat,2,Bosnjak,5,1,0,49,4
74,Croat,Croat Serb,1,Serb,5,1,0,21,3
74,Croat,Croat Serb,2,Croat,5,1,0,21,3
75,Bosnjak,Croat Serb,1,Croat,5,1,1,20,3
75,Bosnjak,Croat Serb,2,Serb,5,1,1,20,3
76,Bosnjak,Bosnjak Serb,1,Bosnjak,6,1,1,20,3
76,Bosnjak,Bosnjak Serb,2,Serb,4,1,1,20,3
77,Serb,Bosnjak Serb,1,Bosnjak,5,1,0,26,3
77,Serb,Bosnjak Serb,2,Serb,5,1,0,26,3
78,Serb,Croat Serb,1,Serb,5,1,0,46,3
78,Serb,Croat Serb,2,Croat,5,1,0,46,3
79,Bosnjak,Bosnjak Croat,1,Croat,5,1,0,37,3
79,Bosnjak,Bosnjak Croat,2,Bosnjak,5,1,0,37,3
8,Bosnjak,Bosnjak Serb,1,Serb,5,0,0,44,3
8,Bosnjak,Bosnjak Serb,2,Bosnjak,5,0,0,44,3
80,Bosnjak,Croat Serb,1,Croat,5,0,0,42,3
80,Bosnjak,Croat Serb,2,Serb,5,0,0,42,3
81,Serb,Bosnjak Croat,1,Croat,5,0,1,39,3
81,Serb,Bosnjak Croat,2,Bosnjak,5,0,1,39,3
82,Serb,Bosnjak Croat,1,Croat,5,1,0,41,4
82,Serb,Bosnjak Croat,2,Bosnjak,5,1,0,41,4
83,Bosnjak,Croat Serb,1,Croat,9,1,1,31,3
83,Bosnjak,Croat Serb,2,Serb,1,1,1,31,3
84,Bosnjak,Bosnjak Serb,1,Bosnjak,5,0,0,28,3
84,Bosnjak,Bosnjak Serb,2,Serb,5,0,0,28,3
85,Bosnjak,Bosnjak Serb,1,Serb,5,0,1,22,3
85,Bosnjak,Bosnjak Serb,2,Bosnjak,5,0,1,22,3
86,Bosnjak,Croat Serb,1,Serb,5,0,0,40,NA
86,Bosnjak,Croat Serb,2,Croat,5,0,0,40,NA
87,Bosnjak,Bosnjak Croat,1,Bosnjak,8,1,0,28,3
87,Bosnjak,Bosnjak Croat,2,Croat,2,1,0,28,3
88,Bosnjak,Croat Serb,1,Croat,5,0,1,38,1
88,Bosnjak,Croat Serb,2,Serb,5,0,1,38,1
89,Bosnjak,Bosnjak Serb,1,Serb,10,1,1,20,3
89,Bosnjak,Bosnjak Serb,2,Bosnjak,0,1,1,20,3
9,Croat,Croat Serb,1,Croat,5,1,0,22,3
9,Croat,Croat Serb,2,Serb,5,1,0,22,3
90,Bosnjak,Bosnjak Serb,1,Serb,5,1,0,25,1
90,Bosnjak,Bosnjak Serb,2,Bosnjak,5,1,0,25,1
91,Croat,Bosnjak Serb,1,Bosnjak,5,1,1,22,3
91,Croat,Bosnjak Serb,2,Serb,5,1,1,22,3
92,Croat,Bosnjak Croat,1,Bosnjak,5,1,0,20,3
92,Croat,Bosnjak Croat,2,Croat,5,1,0,20,3
93,Croat,Bosnjak Croat,1,Croat,5,1,0,28,3
93,Croat,Bosnjak Croat,2,Bosnjak,5,1,0,28,3
94,Croat,Bosnjak Croat,1,Croat,5,1,1,23,3
94,Croat,Bosnjak Croat,2,Bosnjak,5,1,1,23,3
95,Croat,Bosnjak Croat,1,Bosnjak,5,1,1,24,3
95,Croat,Bosnjak Croat,2,Croat,5,1,1,24,3
96,Croat,Bosnjak Serb,1,Serb,8,1,1,26,3
96,Croat,Bosnjak Serb,2,Bosnjak,2,1,1,26,3
97,Croat,Bosnjak Croat,1,Croat,8,1,0,26,3
97,Croat,Bosnjak Croat,2,Bosnjak,2,1,0,26,3
98,Croat,Bosnjak Croat,1,Croat,10,1,1,20,3
98,Croat,Bosnjak Croat,2,Bosnjak,0,1,1,20,3
99,Croat,Bosnjak Croat,1,Bosnjak,0,1,0,24,3
99,Croat,Bosnjak Croat,2,Croat,10,1,0,24,3
